孙桓,叔武,197,82,73,72,68,78,214,SunHuan,
伦直,,197,46,42,72,64,56,456,LunZhi,
张苞,,198,75,87,48,46,68,103,ZhangBao,
陆凯,敬风,198,65,61,78,85,73,288,LiuKai,
丁封,,198,66,66,53,39,61,611,DingFeng,
王惇,,198,60,66,46,61,56,618,WangDun,
梁绪,,198,56,62,66,68,58,645,LiangXu,
鲍三娘,,198,72,83,56,36,75,782,BaoSanNian,
关兴,安国,199,76,86,62,58,75,81,GuanXing,
桓范,元则,199,20,11,78,74,51,319,HuanFan,
曹宇,彭祖,199,50,43,37,52,60,364,CaoYu,
戴陵,,199,70,75,39,48,50,560,DaiLing,
关索,,200,74,88,52,47,74,82,GuanSuo,
文钦,仲若,200,74,83,43,34,22,225,WenQin,
胡遵,,200,70,76,52,50,62,240,HuZun,
周鲂,子鱼,200,52,41,80,75,59,345,ZhouFang,
马钧,德衡,200,2,7,60,70,41,481,MaJun,
管辂,公明,200,13,9,72,62,46,498,GuanLu,
谯周,允南,201,3,3,66,71,50,270,QiaoZhou,
夏侯楙,子林,201,20,7,4,21,2,278,XiaHouMao,
朱异,季文,201,70,68,60,45,54,341,ZhuYi,
程武,,201,56,35,75,71,45,402,ChengWu,
张球,,201,69,72,44,30,46,553,ZhangQiu,
李胜,公昭,201,12,22,29,69,51,644,LiSheng,
夏侯霸,仲权,202,79,84,77,55,71,80,XiaHouBa,
姜维,伯约,202,90,89,90,67,80,84,JiangWei,
毌丘俭,仲恭,202,78,74,52,56,54,172,GuanQiuJian,
贾范,,202,60,62,73,62,62,315,GuFan,
张绍,,202,8,12,31,59,52,393,ZhangShao,
杨祚,,202,53,61,36,32,41,442,YangZuo,
孙鲁班,大虎,202,26,28,72,64,68,779,SunLuBan,
诸葛恪,元逊,203,72,47,90,80,60,94,ZhuGeKe,
顾谭,子默,203,33,23,70,79,75,486,GuTan,
于诠,,204,64,76,40,39,67,211,YuQuan,
夏侯威,季权,204,71,73,49,57,67,238,XiaHouWei,
张休,叔嗣,204,53,27,74,77,73,273,ZhangXiu,
董厥,龚袭,204,65,59,76,78,66,406,DongJue,
全端,,204,67,64,39,37,59,476,QuanDuan,
韦昭,弘嗣,204,16,19,65,73,70,505,WeiZhao,
陈表,文奥,204,66,42,74,78,72,582,ChenBiao,
李丰,,204,25,35,67,71,60,652,LiFeng,
诸葛乔,伯松,204,62,27,75,70,77,708,ZhuGeQiao,
曹叡,元仲,205,72,52,82,82,88,59,CaoRui,
公孙渊,文懿,205,65,70,56,35,55,86,GongSunYuan,
司马望,子初,205,73,58,78,65,42,356,SiMaWang,
樊建,长元,205,41,24,71,77,73,415,FanJian,
庞会,,205,69,75,49,42,52,516,PangHui,
诸葛诞,公休,206,81,72,71,75,82,95,ZhuGeDan,
王濬,士治,206,81,73,77,71,75,150,WangJun,
夏侯惠,稚权,206,50,44,75,73,66,246,XiaHouHui,
毌丘秀,,206,58,62,33,38,51,283,GuanQiuXiu,
王经,彦纬,206,67,63,66,75,76,303,WangJing,
留略,,206,71,66,59,46,51,423,LiuLve,
李丰,,206,55,48,67,72,67,455,LiFeng,
刘禅,公嗣,207,3,5,9,4,56,72,LiuChan,
曹爽,昭伯,207,39,33,30,66,51,99,CaoShuang,
夏侯和,义权,207,48,51,70,76,64,245,XiaHouHe,
霍弋,绍先,207,73,69,69,74,74,312,HuoYi,
州泰,,207,71,64,71,64,59,344,ZhouTai,
徐质,,207,68,83,24,26,44,361,XuZhi,
胡济,伟度,207,57,39,68,72,65,603,HuJi,
荀顗,景倩,207,16,13,70,74,69,627,XunYi,
夏侯令女,,207,19,10,73,71,84,780,XiaHouLing,
司马师,子元,208,80,64,88,82,78,88,SiMaShi,
郤正,令先,208,10,4,63,75,61,197,XiZheng,
夏侯玄,太初,208,54,39,75,92,66,247,XiaHouXuan,
黄崇,,208,67,63,72,69,62,428,HuangChong,
全尚,,208,2,4,12,41,59,649,QuanShang,
鲁淑,,208,71,53,74,76,73,663,LuShu,
赵统,,209,68,67,61,54,58,219,ZhaoTong,
孙登,子高,209,62,37,79,80,87,286,SunDeng,
阎宇,文平,209,52,61,58,59,20,302,YanYu,
张特,子产,209,73,54,75,66,68,632,ZhangTe,
傅嘏,兰石,209,44,35,81,82,70,637,FuGu,
花鬘,,209,69,82,32,26,70,783,HuaMan,
王韬,,210,46,59,72,51,49,131,WangTao,
陈泰,玄伯,210,84,73,86,78,77,199,ChenTai,
赵广,,210,67,71,53,53,62,241,ZhaoAn,
曹羲,,210,30,26,50,53,45,365,CaoXi,
辛敞,泰雍,210,50,26,42,68,67,550,XinChang,
司马昭,子尚,211,76,57,87,88,80,89,SiMaZhao,
尹大目,,211,4,9,33,51,48,301,YinDaMu,
曹训,,212,18,34,11,13,28,366,CaoXun,
全怿,,212,60,63,38,43,53,558,QuanYi,
许仪,,213,51,74,15,16,49,469,XuYi,
陈骞,休渊,214,72,71,65,57,50,398,ChenQian,
石苞,仲容,214,69,71,56,53,60,462,DanBao,
钟离牧,子干,214,77,72,73,65,71,707,ZhongLiMu,
师纂,,215,60,72,54,46,14,605,ShiZuan,
刘丞,,215,45,65,33,33,56,653,LiuCheng,
傅佥,,216,73,85,72,46,62,430,FuQian,
吴纲,,216,48,38,65,65,72,473,WuGang,
蒋斌,,216,27,23,64,73,74,608,JiangBin,
步协,,216,71,49,69,63,67,639,BuXie,
孟宗,恭武,216,47,28,72,78,79,643,MengZong,
王颀,孔硕,217,69,67,61,70,68,56,WangQi,
贾充,公闾,217,54,31,89,85,10,235,GuChong,
虞汜,世洪,217,61,34,74,71,72,382,YuSi,
华覈,永先,217,20,24,71,78,68,467,HuaHe,
田续,,218,47,60,55,15,32,404,TianXu,
关统,,218,63,60,61,63,75,504,GuanTong,
诸葛绪,,218,41,40,29,46,48,607,ZhuGeXu,
留平,,218,70,71,68,57,63,616,LiuPing,
罗宪,令则,218,85,71,75,72,73,655,LuoXian,
孙峻,子远,219,64,70,65,26,11,374,SunJun,
关彝,,219,50,62,44,52,59,468,GuanYi,
焦彝,,219,62,69,63,42,52,535,JiaoYi,
王业,,220,33,6,35,66,49,128,WangYe,
卫瓘,伯玉,220,69,46,79,78,28,598,WeiGuan,
杨欣,,220,61,68,61,58,64,614,YangXin,
羊祜,叔子,221,90,64,84,87,89,192,YangHu,
马邈,,221,19,12,7,35,12,254,MaMiao,
薛珝,,221,17,15,68,72,49,559,XueXu,
董朝,,221,17,13,56,71,61,588,DongChao,
魏邈,,221,57,62,59,54,65,621,WeiMiao,
文鸯,,222,76,91,60,32,63,165,WenYang,
杜预,元凯,222,85,30,85,80,81,191,DuYu,
胡奋,玄威,222,71,76,50,52,55,208,HuFen,
步阐,,222,71,60,71,64,62,641,BuChan,
孙异,,223,69,71,55,62,61,183,SunYi,
王浑,玄冲,223,76,76,72,74,69,305,WangHun,
薛莹,道言,223,49,18,64,74,62,474,XueYing,
钟毓,稚叔,223,32,12,71,76,72,536,ZhongYu,
裴秀,季彦,223,8,9,70,79,37,613,PeiXiu,
楼玄,承先,223,23,22,67,77,80,617,LouXuan,
杨肇,,223,70,65,68,62,58,654,YangZhao,
毌丘甸,子邦,224,63,60,69,70,65,284,GuanQiuDian,
孙和,子孝,224,31,39,68,71,76,287,SunHe,
濮阳兴,子元,224,37,32,70,72,59,437,PuYangXing,
牵弘,,224,70,74,66,65,57,601,QianHong,
邵悌,元伯,224,21,15,72,66,54,629,ShaoTi,
张遵,,224,63,68,66,59,57,631,ZhangZun,
刘璿,文衡,224,8,21,36,51,55,662,LiuXuan,
钟会,士季,225,82,51,91,79,66,93,ZhongHui,
蒋舒,,225,55,76,35,29,30,352,JiangShu,
张布,,225,31,24,71,66,41,395,ZhangBu,
盛曼,,225,61,68,66,50,57,552,ChengMan,
胡烈,玄武,225,73,67,72,65,69,625,HuLie,
荀勗,公曾,225,8,19,77,72,53,628,XunXu,
陆抗,幼节,226,91,63,87,85,87,149,LiuKang,
黄皓,,226,1,1,30,10,1,271,HuangHao,
施朔,,226,38,65,47,21,54,626,ShiShuo,
杨济,文通,226,67,68,71,66,64,647,YangJi,
诸葛瞻,思远,227,71,60,70,72,75,185,ZhuGeZhan,
蒋班,,227,63,73,62,41,48,539,JiangBan,
文虎,,227,66,72,45,30,58,594,WenHu,
司马伷,子将,227,61,52,61,66,62,606,SiMaZhou,
孙冀,,227,60,67,51,60,66,609,SunJi,
滕脩,显光,228,44,32,31,71,62,633,TengXiu,
党均,,229,33,24,77,59,47,612,DangJun,
邓忠,,230,72,85,69,55,71,410,DengZhong,
全祎,,230,61,68,44,32,56,475,QuanYi,
何植,,230,15,24,26,27,51,619,HeZhi,
孙綝,子通,231,25,39,65,17,7,378,SunChen,
全纪,,231,49,69,61,70,63,648,QuanJi,
曹芳,兰卿,232,5,3,27,48,72,275,CaoFang,
丘本,,232,50,41,67,56,55,326,QiuBen,
张华,茂先,232,36,27,78,79,64,477,ZhangHua,
左奕,,232,62,66,51,43,57,503,ZuoYi,
陈寿,承祚,233,12,22,60,75,51,295,ChenShou,
周旨,,233,65,85,41,29,43,343,ZhouZhi,
王戎,濬冲,234,57,36,72,55,49,307,WangRong,
孙震,,234,67,70,48,44,54,572,SunZhen,
宁随,,234,67,69,72,44,52,590,NingSui,
伍延,,234,66,73,42,49,64,602,WuYan,
孙休,子烈,235,57,39,78,75,81,188,SunXiu,
孙秀,,235,55,51,53,57,68,210,SunXiu,
沈莹,,235,70,77,61,42,65,358,ShenYing,
孙歆,,235,66,69,35,38,36,373,SunXin,
吾彦,子则,235,74,72,77,69,68,472,WuYan,
唐彬,儒宗,235,67,74,59,53,58,634,TangBin,
司马炎,安世,236,69,59,76,79,74,209,SiMaYan,
张悌,巨先,236,67,43,80,78,83,213,ZhangTi,
刘谌,,238,60,62,69,73,82,282,LiuChen,
陶濬,,238,65,66,46,44,55,394,TaoJun,
郭马,,239,68,71,47,21,54,143,GuoMa,
岑昏,,239,1,1,33,13,4,289,CenHun,
丘建,,239,39,52,65,52,51,622,QiuJian,
万彧,,240,21,25,71,65,41,424,MoYu,
曹髦,彦士,241,54,61,59,75,80,276,CaoMao,
诸葛靓,仲恩,241,58,63,66,65,68,354,ZhuGeJing,
孙皓,元宗,242,13,28,31,6,3,272,SunHao,
孙亮,子明,243,21,7,70,76,70,216,SunLiang,
曹奂,景明,246,13,15,30,45,65,277,CaoHuan,
诸葛尚,,246,64,77,62,55,68,285,ZhuGeShang,
司马攸,大猷,248,71,68,75,77,87,279,SiMaYou,
